,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new term
965,111733070,,15500,15500,15500,60 months,14.08,361.31,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,769xx,TX,42.31,0,May-05,0,,,8,0,4820,20.9,21,w,16.08,60 months
966,112389180,,4850,4850,4850,36 months,21.45,183.85,D,D5,Jun-17,Current,n,,home_improvement,Home improvement,785xx,TX,11.78,0,Jun-87,0,,,5,0,4484,62.3,9,w,23.45,48 months
967,110121737,,25025,25025,25025,60 months,13.59,576.99,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,30.68,0,Nov-95,1,50.0,66.0,20,1,20974,49.0,36,w,15.59,60 months
968,112026955,,5050,5050,5050,36 months,9.44,161.63,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,300xx,GA,18.66,1,Sep-99,1,12.0,,29,0,9002,15.6,55,w,11.44,48 months
969,110344288,,12000,12000,12000,36 months,7.97,375.88,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,275xx,NC,12.23,0,Mar-11,0,,,4,0,4968,99.4,12,w,9.969999999999999,48 months
970,112029315,,8000,8000,8000,36 months,12.62,268.09,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,460xx,IN,39.14,0,Apr-06,0,,82.0,10,1,8029,35.1,17,w,14.62,48 months
971,110508534,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,881xx,NM,18.48,0,Apr-03,1,44.0,,18,0,8665,21.3,35,w,13.99,48 months
972,111751114,,20000,20000,20000,36 months,16.02,703.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,665xx,KS,41.66,0,Nov-06,2,,,7,0,3517,34.5,16,w,18.02,48 months
973,112036429,,4600,4600,4600,36 months,7.35,142.78,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,210xx,MD,24.55,0,Feb-89,0,45.0,,8,0,5803,29.2,25,w,9.35,48 months
974,112339256,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,441xx,OH,23.83,0,Apr-06,2,64.0,,9,0,4882,57.4,15,w,15.59,48 months
975,110610283,,11450,11450,11450,36 months,25.82,460.24,E,E4,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,968xx,HI,33.64,0,Aug-02,0,,,12,0,28128,84.7,18,w,27.82,48 months
976,112035533,,28000,28000,28000,60 months,9.93,593.96,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,794xx,TX,13.68,0,Dec-05,1,,,18,0,7659,16.5,43,w,11.93,60 months
977,112036303,,1800,1800,1800,36 months,10.91,58.86,B,B4,Jun-17,Current,n,,other,Other,070xx,NJ,9.8,0,Jan-07,0,,,8,0,2991,90.6,12,w,12.91,48 months
978,111450023,,1000,1000,1000,36 months,15.05,34.69,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,820xx,WY,29.4,0,Jun-98,0,,,7,0,40741,73.5,7,w,17.05,48 months
979,111946683,,16000,16000,16000,36 months,7.35,496.6,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,142xx,NY,29.81,0,Jul-85,0,,,22,0,50658,57.1,38,w,9.35,48 months
980,111078563,,6400,6400,6400,36 months,16.02,225.07,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,936xx,CA,29.48,0,Dec-12,0,,,5,0,6538,79.7,8,w,18.02,48 months
981,112052595,,12600,12600,12600,36 months,10.91,411.98,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,12.02,0,May-88,0,37.0,,8,0,18196,91.0,17,w,12.91,48 months
982,111837085,,6600,6600,6600,36 months,13.59,224.27,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,441xx,OH,6.98,0,Nov-05,0,,,4,0,2565,59.7,5,w,15.59,48 months
983,112016115,,8500,8500,8500,36 months,10.42,275.96,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,12.29,0,Mar-02,0,38.0,,4,0,6000,80.0,25,w,12.42,48 months
984,111696605,,9000,9000,9000,36 months,5.32,271.04,A,A1,Jun-17,Current,n,,car,Car financing,394xx,MS,13.86,0,Feb-04,0,,,3,0,5564,39.7,12,w,7.32,48 months
985,111895874,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,802xx,CO,11.14,0,Sep-92,0,,64.0,10,1,8197,78.1,23,w,13.99,48 months
986,112051724,,2000,2000,2000,36 months,9.44,64.01,B,B1,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,880xx,NM,32.43,0,Jun-03,0,,,10,0,1245,8.4,22,w,11.44,36 months
987,109940486,,8000,8000,8000,36 months,7.21,247.79,A,A3,Jun-17,Current,n,,home_improvement,Home improvement,184xx,PA,11.0,0,Oct-02,3,,,25,0,11354,10.8,44,w,9.21,48 months
988,111877126,,16000,16000,16000,60 months,9.44,335.57,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,752xx,TX,15.16,0,Jul-05,0,79.0,,12,0,11774,15.7,20,w,11.44,60 months
989,111787755,,10000,10000,10000,60 months,15.05,238.17,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,601xx,IL,21.56,0,Oct-06,5,,,19,0,27534,16.0,29,w,17.05,60 months
990,111409082,,25200,25200,25200,60 months,14.08,587.41,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,957xx,CA,10.75,2,Sep-03,1,10.0,,21,0,14622,43.1,29,w,16.08,60 months
991,112146696,,6000,6000,6000,36 months,5.32,180.69,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,956xx,CA,7.49,0,Jan-07,0,,,12,0,8004,17.4,29,w,7.32,48 months
992,111646411,,10000,10000,10000,60 months,14.08,233.1,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,329xx,FL,13.16,3,Nov-00,0,1.0,,17,0,1186,1.7,39,w,16.08,60 months
993,110987948,,3600,3600,3600,36 months,23.88,141.02,E,E2,Jun-17,Current,n,,home_improvement,Home improvement,601xx,IL,23.15,2,May-96,1,1.0,,7,0,2760,67.3,14,w,25.88,48 months
994,112145724,,21600,21600,21600,60 months,14.08,503.5,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,334xx,FL,24.21,0,Sep-99,0,,,14,0,19115,27.0,25,w,16.08,60 months
995,111786657,,6400,6400,6400,36 months,13.59,217.47,C,C2,Jun-17,Current,n,,vacation,Vacation,752xx,TX,21.2,6,Oct-00,0,15.0,,11,0,4924,33.7,18,w,15.59,48 months
996,111948058,,3000,3000,3000,36 months,14.08,102.65,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,14.99,0,Nov-04,0,,,8,0,15938,99.6,18,w,16.08,48 months
997,112053543,,8500,8500,8500,36 months,9.93,274.0,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,14.72,0,Sep-08,0,,,10,0,8286,79.7,12,w,11.93,48 months
998,112087363,,24000,24000,24000,60 months,14.08,559.44,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,913xx,CA,15.26,0,Nov-01,0,,76.0,12,1,3518,16.5,28,w,16.08,60 months
999,110362451,,5000,5000,5000,36 months,15.05,173.45,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,34.18,0,Feb-06,0,81.0,69.0,7,1,5966,78.5,13,w,17.05,48 months
1000,111704591,,22950,22950,22950,36 months,16.02,807.09,C,C5,Jun-17,Current,n,,car,Car financing,063xx,CT,13.29,0,Feb-03,0,26.0,,7,0,3797,57.5,22,w,18.02,48 months
1001,107634634,,4200,4200,4200,36 months,13.59,142.72,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,920xx,CA,9.39,1,Jul-07,0,21.0,,4,0,4039,62.1,17,w,15.59,48 months
1002,111866947,,7000,7000,7000,36 months,21.45,265.35,D,D5,Jun-17,Current,n,,other,Other,662xx,KS,24.99,0,Mar-04,0,,,6,0,9073,78.9,24,w,23.45,48 months
1003,111874604,,1000,1000,1000,36 months,14.08,34.22,C,C3,Jun-17,Current,n,,other,Other,142xx,NY,26.13,0,May-93,0,78.0,,15,0,9768,92.2,33,w,16.08,48 months
1004,112148238,,28375,28375,28375,60 months,18.06,721.47,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,208xx,MD,24.88,0,Apr-95,0,,,13,0,119172,69.7,26,w,20.06,60 months
1005,111967516,,30000,30000,30000,60 months,14.08,699.3,C,C3,Jun-17,Current,n,,other,Other,206xx,MD,9.2,0,Jan-01,2,,,7,0,7704,24.9,29,w,16.08,60 months
1006,111935634,,25000,25000,25000,36 months,16.02,879.18,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,31.41,0,Sep-80,0,46.0,,13,0,17981,46.1,21,w,18.02,48 months
1007,111775718,,16000,16000,16000,60 months,13.59,368.9,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,787xx,TX,22.28,5,Mar-99,0,5.0,,15,0,7928,81.7,25,w,15.59,60 months
1008,112145236,,3000,3000,3000,36 months,7.07,92.73,A,A2,Jun-17,Current,n,,small_business,Business,113xx,NY,11.93,0,Aug-07,0,36.0,,12,0,3837,13.4,19,w,9.07,48 months
1009,112179318,,10000,10000,10000,60 months,21.45,273.08,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,784xx,TX,5.35,0,Aug-05,0,60.0,,8,0,4071,92.5,14,w,23.45,60 months
1010,112036823,,15000,15000,15000,60 months,30.75,492.24,F,F5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,15.5,0,May-08,1,,112.0,15,1,11807,66.3,17,w,32.75,60 months
1011,111786396,,10000,10000,10000,60 months,12.62,225.6,C,C1,Jun-17,Fully Paid,n,,major_purchase,Major purchase,455xx,OH,8.18,0,Aug-06,0,64.0,,6,0,3226,6.6,11,w,14.62,60 months
1012,112036357,,7000,7000,7000,36 months,10.91,228.88,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,150xx,PA,7.98,0,May-12,0,,,6,0,637,4.0,9,w,12.91,48 months
1013,110383503,,6000,6000,6000,36 months,19.03,220.03,D,D3,Jun-17,Current,n,,home_improvement,Home improvement,981xx,WA,19.07,0,Oct-97,0,,97.0,8,1,3460,39.3,11,w,21.03,48 months
1014,111739333,,30000,30000,30000,36 months,7.07,927.28,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,140xx,NY,19.29,0,Sep-06,0,46.0,,21,0,10675,19.6,33,w,9.07,48 months
1015,111928263,,17000,17000,17000,36 months,7.07,525.46,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,15.9,0,Jun-99,0,,,16,0,6403,8.3,23,w,9.07,48 months
1016,110779586,,3050,3050,3050,36 months,20.0,113.35,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,2.5,0,Jul-94,0,,,2,0,1276,51.0,8,f,22.0,48 months
1017,111895632,,8000,8000,8000,36 months,16.02,281.34,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,22.4,0,May-11,0,,,10,0,9873,70.5,11,w,18.02,48 months
1018,112310578,,20000,20000,20000,36 months,7.21,619.47,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,318xx,GA,11.03,0,Mar-91,0,,,8,0,23808,68.0,23,w,9.21,48 months
1019,111672558,,8350,8350,8350,36 months,19.03,306.21,D,D3,Jun-17,Charged Off,n,,debt_consolidation,Debt consolidation,761xx,TX,33.99,0,Nov-99,1,,,7,0,6925,41.2,10,f,21.03,48 months
1020,111875140,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,300xx,GA,8.88,0,Aug-02,0,37.0,,7,0,8219,54.4,12,w,14.62,48 months
1021,112050427,,5000,5000,5000,36 months,10.91,163.49,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,239xx,VA,20.29,0,Jan-98,1,58.0,,7,0,8674,56.0,16,w,12.91,48 months
1022,112054757,,11200,11200,11200,36 months,7.97,350.82,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,804xx,CO,22.76,0,Apr-05,0,,53.0,11,1,7832,20.2,25,w,9.969999999999999,48 months
1023,112051745,,8400,8400,8400,36 months,9.93,270.77,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,539xx,WI,25.31,0,Sep-09,0,25.0,,9,0,6540,49.5,40,w,11.93,48 months
1024,111099403,,35000,35000,35000,36 months,10.42,1136.27,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,190xx,PA,23.58,0,Jan-01,0,28.0,,18,0,43889,74.4,31,w,12.42,48 months
1025,112199274,,22225,22225,22225,60 months,12.62,501.38,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,26.5,0,Feb-06,0,,,16,0,38229,41.0,29,w,14.62,60 months
1026,111166515,,2400,2400,2400,36 months,18.06,86.84,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,30.22,1,Sep-06,0,3.0,,26,0,7093,60.6,61,w,20.06,48 months
1027,111620352,,30075,30075,30075,36 months,7.07,929.6,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,949xx,CA,18.84,0,Jul-94,0,,,9,0,10901,36.6,13,w,9.07,48 months
1028,111848568,,28000,28000,28000,36 months,11.99,929.87,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,551xx,MN,22.91,0,Sep-92,0,,69.0,14,1,21456,71.5,18,w,13.99,48 months
1029,111129576,,5000,5000,5000,36 months,7.97,156.62,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,302xx,GA,11.48,0,Sep-09,0,,56.0,7,1,4086,34.9,9,w,9.969999999999999,48 months
1030,112052053,,7000,7000,7000,36 months,13.59,237.86,C,C2,Jun-17,Current,n,,other,Other,853xx,AZ,13.12,0,Apr-07,1,73.0,,5,0,4202,37.5,11,w,15.59,48 months
1031,111500430,,6000,6000,6000,36 months,10.42,194.79,B,B3,Jun-17,Current,n,,home_improvement,Home improvement,750xx,TX,2.89,0,Dec-04,0,,,5,0,4326,22.8,16,w,12.42,48 months
1032,111825565,,25000,25000,25000,36 months,7.21,774.34,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,967xx,HI,15.5,0,May-06,0,,,8,0,9035,14.4,20,w,9.21,48 months
1033,112064943,,2500,2500,2500,36 months,24.85,99.21,E,E3,Jun-17,Current,n,,car,Car financing,610xx,IL,16.38,0,Nov-05,2,,,11,0,12690,84.6,23,w,26.85,48 months
1034,112047167,,24325,24325,24325,60 months,14.08,567.01,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,551xx,MN,12.84,0,Sep-02,1,,,11,0,8792,18.4,15,w,16.08,60 months
1035,112080444,,3200,3200,3200,36 months,9.44,102.42,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,857xx,AZ,27.11,0,Sep-93,0,30.0,,11,0,9510,68.4,23,w,11.44,48 months
1036,111684296,,25000,25000,25000,60 months,15.05,595.41,C,C4,Jun-17,Current,n,,home_improvement,Home improvement,076xx,NJ,14.47,1,Nov-99,1,19.0,,7,0,9642,43.6,15,w,17.05,60 months
1037,112083981,,17000,17000,17000,36 months,7.21,526.55,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,915xx,CA,10.08,0,Jul-92,3,,,16,0,18917,27.6,33,w,9.21,48 months
1038,111926696,,13200,13200,13200,36 months,10.91,431.59,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,971xx,OR,27.03,0,Jul-06,1,,,9,0,20071,68.0,14,w,12.91,48 months
1039,112041866,,7925,7925,7925,36 months,10.91,259.12,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,272xx,NC,13.49,0,Sep-06,0,,,6,0,23881,90.5,21,w,12.91,48 months
1040,111846057,,16000,16000,16000,36 months,11.99,531.36,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,067xx,CT,19.91,1,Oct-03,0,14.0,,28,0,18926,55.8,33,w,13.99,48 months
1041,111896601,,19200,19200,19200,60 months,15.05,457.28,C,C4,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,494xx,MI,28.88,0,Nov-96,0,,,19,0,28008,83.1,36,w,17.05,60 months
1042,111936683,,21000,21000,21000,36 months,9.44,672.11,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,15.32,0,Oct-99,1,25.0,,13,0,19530,56.3,28,w,11.44,48 months
1043,111873136,,11200,11200,11200,60 months,14.08,261.07,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,974xx,OR,17.7,0,Feb-01,1,74.0,45.0,11,2,7756,37.7,22,w,16.08,60 months
1044,110886479,,16800,16800,16800,60 months,11.99,373.63,B,B5,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,802xx,CO,26.38,0,Mar-95,0,,61.0,19,1,5487,13.5,40,w,13.99,60 months
1045,110758031,,3600,3600,3600,36 months,14.08,123.18,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,799xx,TX,8.08,1,Sep-06,0,2.0,,8,0,2866,53.1,10,w,16.08,48 months
1046,111773087,,6000,6000,6000,36 months,7.35,186.23,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,894xx,NV,13.33,0,Aug-06,0,,,19,0,8000,49.4,19,w,9.35,48 months
1047,111628975,,20000,20000,20000,36 months,11.99,664.2,B,B5,Jun-17,Fully Paid,n,,home_improvement,Home improvement,336xx,FL,6.43,0,Sep-99,0,,55.0,11,2,6160,19.1,20,w,13.99,36 months
1048,111739012,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,933xx,CA,16.24,0,Nov-11,0,53.0,,7,0,7580,44.1,8,w,13.99,48 months
1049,110598791,,19375,19375,19375,60 months,30.79,636.29,G,G1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,919xx,CA,28.24,0,Jan-04,0,,,10,0,30546,97.9,19,w,32.79,60 months
1050,111674476,,20000,20000,20000,60 months,11.99,444.79,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,105xx,NY,21.67,0,Sep-06,0,,,6,0,7237,77.8,14,w,13.99,60 months
1051,112054843,,8000,8000,8000,36 months,16.02,281.34,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,436xx,OH,20.07,0,Nov-84,0,,105.0,8,1,10125,51.1,11,w,18.02,48 months
1052,111918231,,7800,7800,7800,36 months,9.44,249.64,B,B1,Jun-17,Current,n,,other,Other,452xx,OH,1.38,0,Mar-03,0,,,16,0,2150,3.1,25,w,11.44,48 months
1053,111479090,,8000,8000,8000,36 months,15.05,277.52,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,305xx,GA,26.05,0,Jan-07,0,,,3,0,5585,79.8,11,w,17.05,48 months
1054,111866635,,13000,13000,13000,60 months,16.02,316.28,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,992xx,WA,25.95,0,May-09,0,69.0,,6,0,9437,76.1,10,w,18.02,60 months
1055,111079090,,30000,30000,30000,60 months,9.93,636.38,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,913xx,CA,12.46,0,Apr-13,0,,109.0,9,1,19470,60.8,10,w,11.93,60 months
1056,111996330,,28000,28000,28000,60 months,7.97,567.34,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,902xx,CA,28.34,0,Jan-88,1,,,16,0,125914,85.0,27,w,9.969999999999999,60 months
1057,111846826,,12000,12000,12000,36 months,5.32,361.38,A,A1,Jun-17,Current,n,,home_improvement,Home improvement,648xx,MO,17.23,0,Nov-01,0,,,16,0,2561,2.7,28,w,7.32,48 months
1058,112409210,,10000,10000,10000,60 months,9.44,209.73,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,840xx,UT,17.21,0,Jun-93,0,69.0,,8,0,3467,18.7,21,w,11.44,60 months
1059,111816905,,11200,11200,11200,36 months,14.08,383.23,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,123xx,NY,33.03,0,Sep-88,1,,,22,0,6664,10.1,29,w,16.08,48 months
1060,111777707,,5000,5000,5000,36 months,9.93,161.18,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,061xx,CT,16.41,0,Sep-05,0,46.0,,18,0,21773,59.8,23,w,11.93,48 months
1061,110383622,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,12.22,7,Jun-92,0,10.0,90.0,10,1,15502,68.9,23,w,11.93,48 months
1062,111812280,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,193xx,PA,18.45,0,Jun-07,1,,,11,0,6535,35.1,18,w,9.969999999999999,48 months
1063,111986363,,6850,6850,6850,36 months,15.05,237.63,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,13.75,0,Sep-04,0,,,12,0,5678,94.6,19,w,17.05,48 months
1064,111661581,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,small_business,Business,342xx,FL,12.45,0,Oct-06,1,,,6,0,9445,40.0,9,w,13.99,48 months
1065,112159295,,2200,2200,2200,36 months,13.59,74.76,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,27.25,1,Oct-12,0,15.0,,8,0,8811,63.8,13,w,15.59,48 months
1066,111898593,,16000,16000,16000,36 months,18.06,578.93,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,314xx,GA,18.93,0,Nov-86,0,45.0,,11,0,11279,61.0,26,w,20.06,48 months
1067,112052710,,18000,18000,18000,60 months,9.93,381.83,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,794xx,TX,16.22,0,Dec-91,0,29.0,,14,0,27133,68.3,30,w,11.93,60 months
1068,111896628,,8000,8000,8000,36 months,12.62,268.09,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,287xx,NC,17.52,0,Nov-13,2,,,10,0,13673,34.0,10,w,14.62,48 months
1069,110383798,,8000,8000,8000,36 months,9.93,257.88,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,744xx,OK,24.02,0,Aug-07,1,,,13,0,18277,41.1,21,w,11.93,48 months
1070,111966621,,28000,28000,28000,60 months,26.3,843.32,E,E5,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,472xx,IN,32.87,0,Oct-89,0,,,17,0,60570,100.0,33,w,28.3,60 months
1071,111816157,,30000,30000,30000,36 months,11.99,996.29,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,083xx,NJ,12.48,0,May-99,1,41.0,,10,0,6858,16.0,15,w,13.99,48 months
1072,111461998,,21000,21000,21000,60 months,20.0,556.38,D,D4,Jun-17,Current,n,,major_purchase,Major purchase,331xx,FL,7.44,2,Nov-94,1,6.0,,8,0,7467,53.0,26,w,22.0,60 months
1073,111845518,,8400,8400,8400,36 months,10.91,274.65,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,147xx,NY,22.65,0,May-12,0,,109.0,6,1,7127,66.6,6,w,12.91,48 months
1074,111786840,,10000,10000,10000,36 months,5.32,301.15,A,A1,Jun-17,Current,n,,other,Other,597xx,MT,11.94,0,Aug-03,2,,,11,0,4555,18.4,32,w,7.32,48 months
1075,111276668,,30000,30000,30000,60 months,10.42,643.63,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,107xx,NY,27.77,0,May-95,0,50.0,,12,0,112229,66.7,20,w,12.42,60 months
1076,111673218,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,110xx,NY,15.03,0,Nov-00,0,,,7,0,17011,64.9,12,w,13.99,48 months
1077,111092195,,4000,4000,4000,36 months,10.42,129.86,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,116xx,NY,12.83,0,Apr-05,1,28.0,,9,0,18894,37.3,24,w,12.42,48 months
1078,111876609,,26500,26500,26500,36 months,14.08,906.74,C,C3,Jun-17,Current,n,,small_business,Business,947xx,CA,9.48,0,Apr-83,4,,45.0,14,5,49921,56.0,17,w,16.08,48 months
1079,111569052,,11200,11200,11200,60 months,11.99,249.09,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,372xx,TN,20.12,0,Aug-97,2,74.0,,15,0,4299,16.2,37,w,13.99,60 months
1080,111601579,,8000,8000,8000,36 months,5.32,240.92,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,334xx,FL,18.34,0,Oct-97,0,,,29,0,15919,15.0,43,w,7.32,48 months
1081,111915612,,21850,21850,21850,60 months,26.3,658.09,E,E5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,294xx,SC,41.43,0,Mar-09,0,,92.0,9,1,10446,66.1,13,w,28.3,60 months
1082,110754108,,12000,12000,12000,60 months,16.02,291.95,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,12.52,0,Nov-00,0,,,7,0,8525,43.1,9,w,18.02,60 months
1083,111910856,,12550,12550,12550,60 months,26.3,377.99,E,E5,Jun-17,Current,n,,home_improvement,Home improvement,297xx,SC,12.2,2,Jul-05,0,5.0,,7,0,516,13.6,12,w,28.3,60 months
1084,110731063,,30000,30000,30000,36 months,11.99,996.29,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,787xx,TX,11.27,0,Nov-88,1,,,16,0,28177,48.2,19,w,13.99,48 months
1085,110062223,,6000,6000,6000,36 months,13.59,203.88,C,C2,Jun-17,Current,n,,major_purchase,Major purchase,945xx,CA,19.2,0,Jul-07,1,,,5,0,2039,17.0,8,w,15.59,48 months
1086,112219222,,14400,14400,14400,36 months,7.97,451.05,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,280xx,NC,28.79,0,May-03,0,29.0,,9,0,18570,45.5,23,w,9.969999999999999,48 months
1087,110827589,,40000,40000,40000,60 months,16.02,973.15,C,C5,Jun-17,Current,n,,major_purchase,Major purchase,799xx,TX,7.77,0,Oct-03,0,42.0,74.0,10,1,283,1.0,26,w,18.02,60 months
1088,111674121,,16800,16800,16800,36 months,7.97,526.22,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,150xx,PA,12.0,0,Jun-90,2,45.0,,14,0,11506,20.8,28,w,9.969999999999999,48 months
1089,111045650,,25200,25200,25200,60 months,12.62,568.49,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,607xx,IL,10.19,0,Jun-89,2,,,23,0,42659,42.2,44,w,14.62,60 months
1090,112039817,,35000,35000,35000,36 months,11.99,1162.34,B,B5,Jun-17,Current,n,,other,Other,905xx,CA,9.41,0,Feb-96,1,,,12,0,36109,34.1,17,w,13.99,48 months
1091,112147689,,6000,6000,6000,36 months,21.45,227.44,D,D5,Jun-17,Current,n,,other,Other,917xx,CA,17.76,0,Sep-06,1,24.0,,12,0,10990,37.4,28,w,23.45,48 months
1092,112117329,,10000,10000,10000,36 months,7.35,310.38,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,294xx,SC,16.9,0,Jun-87,0,43.0,,7,0,7032,24.8,16,w,9.35,48 months
